13993,20.06
14916,22.54
23901,17
18404,21.98
16969,19.63
16868,17.05
12668,17.4
21454,24.42
15025,17.04
15846,17.56
12885,13.77
11869,21.95
17378,29.18
15008,17.6
16088,14.08
26160,10.92
12160,13.31
17815,22.7
15606,20.47
14017,19.04
14114,16.59
12884,22.19
17014,16.96
14722,16.79
12244,18.11
12616,18.41
11565,14.55
